protein	accession	evalue	score
ELSC_T2_maxbin2_052_T2_NODE_89686_length_3039_cov_2.752404_3	TIGR02061	1.4e-279	937.6
ELSC_A1_maxbin2_115_VB_A1_NODE_18370_length_4973_cov_3.868758_1	TIGR02061	2.2e-279	937.0
ELSC_T10_maxbin2_255_T10_NODE_4487_length_8176_cov_5.503665_5	TIGR02061	2.2e-279	937.0
ELSC_T2_maxbin2_530_T2_NODE_19224_length_6816_cov_2.020780_4	TIGR02061	2.2e-279	937.0
EPR_PIR-30_metabat2_024_PIR-30_scaffold_1341_c1_8	TIGR02061	2.3e-279	936.9
MAR_356-284_metabat1_060_356-284_scaffold_21_c1_136	TIGR02061	2.5999999999999998e-279	936.7
ELSC_M2_metabat1_027_M2_NODE_13834_length_8149_cov_2.192097_5	TIGR02061	4.3e-279	936.0
ELSC_128-326_maxbin2_089_128-326_scaffold_69_c1_13	TIGR02061	4.7e-279	935.9
Brothers_S144_maxbin2_185_S144_NODE_40850_length_2947_cov_0.785816_2	TIGR02061	5e-279	935.8
EPR_4281-140_metabat1_006_4281-140_scaffold_2485_c1_5	TIGR02061	5.1999999999999996e-279	935.7
ELSC_A1_maxbin2_166_A1_NODE_4848_length_9083_cov_3.077267_7	TIGR02061	6e-279	935.5
ELSC_A3_metabat1_213_A3_NODE_3935_length_12229_cov_2.738638_5	TIGR02061	6e-279	935.5
ELSC_T2_metabat2_004_T2_NODE_75_length_100231_cov_3.487153_4	TIGR02061	6.5e-279	935.4
Brothers_S016_maxbin2_216_S016_NODE_208_length_31096_cov_12.964997_19	TIGR02061	6.5e-279	935.4
Brothers_S140_metabat2_161_S140_NODE_8245_length_6878_cov_9.498741_3	TIGR02061	7.2e-279	935.3
ELSC_M10_metabat1_021_M10_NODE_528_length_30372_cov_9.774806_24	TIGR02061	1.4999999999999998e-278	934.2
ELSC_M2_metabat2_057_M2_NODE_40443_length_4317_cov_3.882100_3	TIGR02061	1.8e-278	934.0
MAR_354-166_metabat2_051_354-166_scaffold_51492_c1_2	TIGR02061	2.0000000000000002e-278	933.8
ELSC_M10_metabat2_163_M10_NODE_3986_length_9514_cov_2.530308_3	TIGR02061	2.4e-278	933.6
ELSC_M2_maxbin2_282_M2_NODE_36920_length_4561_cov_4.879567_4	TIGR02061	2.6e-278	933.4
Brothers_S010_maxbin2_014_VB_S010_NODE_3123_length_8507_cov_1.731742_3	TIGR02061	1.6000000000000002e-277	930.8
ELSC_132-544_metabat2_080_132-544_scaffold_730_c1_13	TIGR02061	1.7000000000000002e-277	930.7
Brothers_S141_metabat2_236_S141_NODE_2413_length_18414_cov_1.944605_11	TIGR02061	2.1000000000000002e-277	930.4
Brothers_S143_metabat2_004_S143_NODE_12982_length_5903_cov_3.120325_3	TIGR02061	2.1000000000000002e-277	930.4
ELSC_T10_metabat2_224_T10_NODE_21903_length_3637_cov_5.828775_3	TIGR02061	2.4e-277	930.2
Cayman_Deep_HVA-1156_164_27	TIGR02061	3e-277	929.9
ELSC_T2_metabat2_327_T2_NODE_14926_length_7762_cov_1.149443_3	TIGR02061	3.6000000000000003e-277	929.7
Brothers_S010_maxbin2_015_VB_S010_NODE_1580_length_12462_cov_2.621808_2	TIGR02061	4.5e-277	929.4
ELSC_M2_metabat2_039_M2_NODE_7373_length_11698_cov_3.206983_4	TIGR02061	6e-277	928.9
Brothers_S140_maxbin2_249_S140_NODE_16494_length_5056_cov_2.796916_1	TIGR02061	1.3e-276	927.9
Brothers_S139_maxbin2_311_S139_NODE_17738_length_6291_cov_60.308079_5	TIGR02061	1.3e-276	927.9
ELSC_A1_maxbin2_001_A1_NODE_19824_length_4796_cov_278.224459_1	TIGR02061	1.6e-276	927.5
ELSC_A3_maxbin2_023_A3_NODE_47153_length_3820_cov_6.568643_1	TIGR02061	1.9e-276	927.3
ELSC_A1_metabat1_134_A1_NODE_85_length_49367_cov_4.031235_5	TIGR02061	2.5e-276	926.9
ELSC_T10_metabat1_020_T10_NODE_50_length_68452_cov_6.957966_5	TIGR02061	2.5e-276	926.9
ELSC_T11_metabat2_018_T11_NODE_2637_length_11701_cov_6.934595_6	TIGR02061	2.5e-276	926.9
ELSC_T2_metabat1_014_T2_NODE_877_length_33898_cov_2.391460_37	TIGR02061	2.5e-276	926.9
Brothers_S009_metabat2_028_S009_NODE_87_length_15004_cov_61.136990_9	TIGR02061	2.6e-276	926.8
Brothers_S139_maxbin2_181_S139_NODE_10281_length_8520_cov_20.934231_1	TIGR02061	5e-276	925.9
ELSC_134-614_metabat2_111_134-614_scaffold_3414_c1_3	TIGR02061	5.4e-276	925.8
MAR_356-308_metabat2_026_356-308_scaffold_157_c1_21	TIGR02061	5.3e-276	925.8
ELSC_M10_metabat2_164_M10_NODE_37647_length_2261_cov_174.923149_1	TIGR02061	9.7e-276	924.9
Cayman_Deep_HVA-1189_181_10	TIGR02061	1.3e-275	924.5
MAR_354-166_metabat2_003_354-166_scaffold_1281_c1_4	TIGR02061	1.4e-275	924.4
ELSC_M2_maxbin2_237_M2_NODE_1577_length_26304_cov_31.679108_4	TIGR02061	1.4e-275	924.4
ELSC_128-326_metabat2_066_VB_128-326_scaffold_3855_c1_9	TIGR02061	1.7e-275	924.2
Brothers_S144_maxbin2_217_S144_NODE_463_length_24047_cov_12.806020_7	TIGR02061	1.7e-275	924.2
Brothers_S139_maxbin2_148_S139_NODE_608_length_38177_cov_63.100263_25	TIGR02061	2.4e-275	923.6
Cayman_Deep_HVA-1189_148_7	TIGR02061	4.0000000000000004e-275	922.9
Brothers_S139_maxbin2_185_S139_NODE_9_length_301221_cov_3.052937_99	TIGR02061	4.5e-275	922.7
Brothers_S016_metabat2_123_S016_NODE_3581_length_9096_cov_41.870554_3	TIGR02061	5.3e-275	922.5
ELSC_134-614_metabat1_028_134-614_scaffold_414_c1_9	TIGR02061	9.7e-275	921.6
ELSC_M2_metabat1_155_VB_M2_NODE_43058_length_4158_cov_1.662615_5	TIGR02061	1.3e-274	921.2
Brothers_S016_metabat2_043_S016_NODE_702_length_18630_cov_49.560882_15	TIGR02061	1.7000000000000002e-274	920.8
ELSC_M1_metabat2_028_M1_NODE_1844_length_9643_cov_3.390710_5	TIGR02061	5.4e-274	919.2
MAR_356-308_metabat2_017_356-308_scaffold_367_c1_14	TIGR02061	6.500000000000001e-274	918.9
EPR_4281-140_maxbin2_106_4281-140_scaffold_9874_c1_1	TIGR02061	6.900000000000001e-274	918.8
ELSC_V2_metabat2_035_V2_NODE_10039_length_3285_cov_6.271058_3	TIGR02061	6.900000000000001e-274	918.8
EPR_PIR-30_metabat2_106_PIR-30_scaffold_35_c1_58	TIGR02061	7.400000000000001e-274	918.7
Brothers_S139_metabat2_036_S139_NODE_22266_length_5519_cov_9.847366_4	TIGR02061	9.200000000000001e-274	918.4
ELSC_M2_maxbin2_096_M2_NODE_1548_length_26513_cov_4.801978_7	TIGR02061	9.6e-274	918.3
MAR_356-308_metabat2_092_356-308_scaffold_137_c1_61	TIGR02061	1.2000000000000001e-273	918.0
ELSC_A3_metabat2_019_A3_NODE_3320_length_13199_cov_4.305921_3	TIGR02061	1.3000000000000001e-273	917.9
ELSC_M17_metabat2_042_M17_NODE_3266_length_15961_cov_70.003537_14	TIGR02061	1.3000000000000001e-273	917.9
Brothers_S010_metabat1_004_S010_NODE_515_length_22832_cov_9.256067_20	TIGR02061	1.4000000000000001e-273	917.8
Brothers_S147_maxbin2_026_S147_NODE_9034_length_3296_cov_1.461344_1	TIGR02061	1.4000000000000001e-273	917.8
MAR_354-166_metabat1_062_354-166_scaffold_673_c2_6	TIGR02061	1.5000000000000001e-273	917.7
Brothers_S139_metabat2_038_S139_NODE_24638_length_5215_cov_3.922759_4	TIGR02061	1.9e-273	917.4
Brothers_S146_metabat2_157_S146_NODE_471_length_24331_cov_58.687779_5	TIGR02061	1.9e-273	917.4
Brothers_S144_maxbin2_179_S144_NODE_7684_length_6928_cov_2.005734_5	TIGR02061	1.9e-273	917.4
Brothers_S141_metabat1_051_S141_NODE_6072_length_10718_cov_54.036257_5	TIGR02061	1.9e-273	917.4
Brothers_S140_metabat1_013_S140_NODE_3039_length_10170_cov_31.649806_5	TIGR02061	1.9e-273	917.4
Brothers_S012_metabat2_090_S012_NODE_347_length_41507_cov_87.519091_16	TIGR02061	1.9e-273	917.4
ELSC_134-614_metabat2_082_134-614_scaffold_3841_c1_8	TIGR02061	2.1e-273	917.2
ELSC_T2_maxbin2_434_T2_NODE_2169_length_20859_cov_4.120635_17	TIGR02061	2.1e-273	917.2
ELSC_M2_metabat2_063_M2_NODE_61114_length_3350_cov_3.303754_1	TIGR02061	3.0000000000000003e-273	916.7
ELSC_A3_metabat2_324_A3_NODE_19153_length_5912_cov_1.869490_4	TIGR02061	3.3000000000000003e-273	916.6
ELSC_M2_maxbin2_163_M2_NODE_3917_length_16488_cov_5.152069_10	TIGR02061	3.3000000000000003e-273	916.6
Brothers_S141_metabat2_034_S141_NODE_84279_length_1756_cov_14.359730_1	TIGR02061	4.2e-273	916.2
ELSC_M17_metabat1_120_M17_NODE_34082_length_3963_cov_7.117831_2	TIGR02061	5.1000000000000005e-273	915.9
ELSC_T2_maxbin2_324_T2_NODE_86590_length_3099_cov_7.743607_3	TIGR02061	5.1000000000000005e-273	915.9
Cayman_Deep_HVA-1183_21_23	TIGR02061	7.100000000000001e-273	915.5
ELSC_T2_maxbin2_293_T2_NODE_5_length_465393_cov_23.374291_220	TIGR02061	8e-273	915.3
MAR_354-166_metabat1_078_354-166_scaffold_837_c1_16	TIGR02061	8.5e-273	915.2
MAR_356-308_metabat1_066_356-308_scaffold_35_c1_122	TIGR02061	1e-272	914.9
Brothers_S145_metabat2_001_S145_NODE_3329_length_9370_cov_5.677594_7	TIGR02061	1.1000000000000001e-272	914.9
Brothers_S144_metabat2_144_S144_NODE_5083_length_8442_cov_1.723993_7	TIGR02061	1.6e-272	914.4
MAR_354-166_metabat2_051_354-166_scaffold_1344_c1_17	TIGR02061	1.6e-272	914.3
Brothers_S139_metabat2_036_S139_NODE_4273_length_13670_cov_3.867016_11	TIGR02061	2.3000000000000002e-272	913.8
Guaymas_4559-240_metabat2_002_4559-240_scaffold_740_c1_11	TIGR02061	2.5000000000000002e-272	913.6
Brothers_S146_maxbin2_181_S146_NODE_59681_length_2819_cov_11.257429_1	TIGR02061	2.9999999999999996e-272	913.4
Brothers_S144_metabat2_100_S144_NODE_2441_length_11754_cov_1.184914_6	TIGR02061	3.3e-272	913.3
ELSC_T11_metabat2_180_T11_NODE_4128_length_9392_cov_1.621910_4	TIGR02061	4.1000000000000004e-272	913.0
ELSC_134-614_metabat2_005_134-614_scaffold_15171_c1_3	TIGR02061	5.1000000000000005e-272	912.6
ELSC_A3_metabat2_049_A3_NODE_15090_length_6603_cov_3.342187_4	TIGR02061	8.400000000000001e-272	911.9
Lau_Basin_Tui_Malila_HVA-1329_218_2	TIGR02061	8.600000000000001e-272	911.9
MAR_356-308_metabat2_112_356-308_scaffold_4463_c1_11	TIGR02061	9.7e-272	911.7
ELSC_134-614_metabat2_107_VB_134-614_scaffold_20134_c1_2	TIGR02061	1.1e-271	911.6
Brothers_S139_maxbin2_139_S139_NODE_122_length_85761_cov_54.161606_60	TIGR02061	1.4e-271	911.2
Brothers_S140_maxbin2_088_S140_NODE_15671_length_5179_cov_4.032264_3	TIGR02061	1.4e-271	911.2
ELSC_T10_metabat2_087_T10_NODE_4210_length_8440_cov_6.395044_5	TIGR02061	1.6999999999999998e-271	910.9
ELSC_T2_maxbin2_450_T2_NODE_9677_length_9678_cov_2.654277_5	TIGR02061	1.8e-271	910.8
ELSC_131-447_metabat1_051_131-447_scaffold_2061_c1_13	TIGR02061	1.8e-271	910.8
ELSC_M2_metabat2_216_M2_NODE_57764_length_3468_cov_20.228674_2	TIGR02061	1.8e-271	910.8
ELSC_T10_metabat2_074_T10_NODE_24418_length_3436_cov_7.064370_3	TIGR02061	1.8e-271	910.8
Brothers_S143_metabat2_154_S143_NODE_25637_length_4060_cov_11.966184_1	TIGR02061	1.8999999999999998e-271	910.7
MAR_356-308_metabat1_072_356-308_scaffold_99_c1_84	TIGR02061	2.2999999999999998e-271	910.5
ELSC_A1_metabat2_172_A1_NODE_7076_length_7633_cov_3.354250_7	TIGR02061	3e-271	910.1
ELSC_T10_metabat1_050_T10_NODE_2651_length_10611_cov_5.883155_6	TIGR02061	3e-271	910.1
ELSC_T2_metabat1_270_T2_NODE_27_length_145302_cov_8.612254_54	TIGR02061	3.6e-271	909.9
ELSC_T2_metabat2_146_T2_NODE_15437_length_7631_cov_2.690165_4	TIGR02061	4.0000000000000004e-271	909.7
ELSC_T2_maxbin2_529_T2_NODE_60565_length_3764_cov_1.654660_1	TIGR02061	7.1e-271	908.9
ELSC_T11_metabat2_051_T11_NODE_2340_length_12396_cov_2.536393_6	TIGR02061	7.2e-271	908.8
Brothers_S140_metabat2_187_S140_NODE_3133_length_10053_cov_1.876889_5	TIGR02061	7.9e-271	908.7
ELSC_M2_maxbin2_205_M2_NODE_7799_length_11305_cov_8.331723_7	TIGR02061	9.199999999999999e-271	908.5
ELSC_T10_maxbin2_110_VB_T10_NODE_5486_length_7383_cov_5.165380_1	TIGR02061	1e-270	908.4
ELSC_T2_metabat2_131_T2_NODE_2184_length_20815_cov_7.740381_15	TIGR02061	1e-270	908.4
EPR_4281-140_maxbin2_080_4281-140_scaffold_4299_c1_2	TIGR02061	1e-270	908.4
ELSC_A3_maxbin2_437_A3_NODE_65_length_69647_cov_5.669793_52	TIGR02061	1.2e-270	908.1
ELSC_M1_metabat2_056_M1_NODE_892_length_15769_cov_2.485744_13	TIGR02061	1.3e-270	908.0
ELSC_A3_maxbin2_003_A3_NODE_43402_length_3977_cov_17.314026_4	TIGR02061	1.9e-270	907.5
ELSC_M2_metabat1_201_M2_NODE_115_length_97965_cov_4.542448_73	TIGR02061	2e-270	907.4
ELSC_134-614_metabat1_017_134-614_scaffold_2082_c1_2	TIGR02061	2.1e-270	907.3
ELSC_M2_metabat1_199_M2_NODE_351_length_56506_cov_4.175083_56	TIGR02061	2.1e-270	907.3
MAR_356-308_metabat2_074_356-308_scaffold_1943_c1_12	TIGR02061	2.5000000000000003e-270	907.1
ELSC_134-614_metabat2_121_134-614_scaffold_7128_c1_2	TIGR02061	4.4000000000000005e-270	906.3
ELSC_A3_maxbin2_168_A3_NODE_100_length_55089_cov_42.805884_26	TIGR02061	4.5e-270	906.2
MAR_356-308_maxbin2_147_356-308_scaffold_41_c1_108	TIGR02061	1.6e-269	904.4
ELSC_A3_metabat2_246_A3_NODE_6199_length_9943_cov_2.304707_3	TIGR02061	1.7e-269	904.3
ELSC_T11_metabat2_065_T11_NODE_8434_length_6501_cov_1.276906_5	TIGR02061	2e-269	904.1
Brothers_S146_metabat2_080_S146_NODE_87615_length_2282_cov_2.802320_1	TIGR02061	3.9e-269	903.1
ELSC_M17_metabat2_259_M17_NODE_1107_length_27932_cov_2.713253_21	TIGR02061	1.0999999999999999e-268	901.6
Brothers_S012_metabat1_018_S012_NODE_263_length_47670_cov_3.574385_11	TIGR02061	1.0999999999999999e-268	901.6
ELSC_T11_metabat2_067_T11_NODE_9433_length_6146_cov_1.460043_2	TIGR02061	1.7e-268	901.0
Brothers_S144_metabat2_076_S144_NODE_5849_length_7918_cov_2.480041_2	TIGR02061	1.7999999999999998e-268	900.9
ELSC_131-447_maxbin2_133_131-447_scaffold_5500_c1_1	TIGR02061	3.9e-268	899.8
Brothers_S146_metabat2_135_S146_NODE_536_length_23133_cov_3.390898_3	TIGR02061	4.4999999999999996e-268	899.6
ELSC_A3_metabat2_057_A3_NODE_1573_length_18251_cov_18.495200_16	TIGR02061	5.9e-268	899.2
ELSC_M17_metabat2_153_M17_NODE_158_length_64582_cov_21.269677_51	TIGR02061	5.9e-268	899.2
EPR_4281-140_maxbin2_001_4281-140_scaffold_6_c1_91	TIGR02061	1e-267	898.4
ELSC_134-614_metabat2_042_134-614_scaffold_5154_c1_3	TIGR02061	1.5e-267	897.9
MAR_356-308_metabat2_021_356-308_scaffold_18399_c1_3	TIGR02061	2.3e-267	897.3
ELSC_T2_metabat1_286_T2_NODE_19414_length_6783_cov_2.638522_5	TIGR02061	1.1e-266	895.1
ELSC_M2_maxbin2_317_M2_NODE_97145_length_2511_cov_7.937919_1	TIGR02061	2.7e-266	893.7
ELSC_132-544_metabat2_115_132-544_scaffold_10101_c1_1	TIGR02061	4.3e-266	893.1
ELSC_M17_metabat2_016_M17_NODE_19192_length_5728_cov_7.859846_1	TIGR02061	9.8e-266	891.9
ELSC_M2_metabat2_020_M2_NODE_72116_length_3025_cov_3.034507_1	TIGR02061	1.7999999999999998e-265	891.1
ELSC_T2_maxbin2_393_T2_NODE_20097_length_6664_cov_5.229616_4	TIGR02061	1.7999999999999998e-265	891.0
ELSC_A1_metabat2_267_A1_NODE_2877_length_11418_cov_2.682933_6	TIGR02061	5.4e-265	889.4
ELSC_M17_maxbin2_074_M17_NODE_102985_length_1841_cov_5.112019_1	TIGR02061	1.8999999999999998e-264	887.6
ELSC_M17_metabat2_014_M17_NODE_18221_length_5916_cov_47.092589_6	TIGR02061	2e-264	887.5
EPR_PIR-30_maxbin2_081_PIR-30_scaffold_3021_c1_3	TIGR02061	9.899999999999999e-264	885.3
ELSC_T10_maxbin2_067_T10_NODE_44475_length_2489_cov_4.841236_1	TIGR02061	1.9e-263	884.3
Guaymas_4559-240_metabat1_021_4559-240_scaffold_4496_c1_1	TIGR02061	7.499999999999999e-263	882.4
MAR_354-166_metabat1_134_354-166_scaffold_19350_c1_4	TIGR02061	9.7e-263	882.0
Brothers_S144_metabat2_087_S144_NODE_42342_length_2887_cov_1.668116_2	TIGR02061	2.7e-262	880.5
ELSC_A3_metabat1_099_A3_NODE_213_length_40774_cov_2.198711_8	TIGR02061	5.2e-262	879.6
ELSC_134-614_maxbin2_127_VB_134-614_scaffold_16036_c1_5	TIGR02061	4.4e-261	876.5
Brothers_S144_metabat2_191_S144_NODE_25942_length_3775_cov_5.344024_1	TIGR02061	2.5e-257	864.1
ELSC_T2_metabat2_384_T2_NODE_15433_length_7632_cov_2.038374_9	TIGR02061	3.9e-256	860.2
ELSC_A3_maxbin2_446_A3_NODE_57641_length_3457_cov_1.800000_4	TIGR02061	7.5e-254	852.6
ELSC_A3_metabat1_132_A3_NODE_45340_length_3894_cov_2.507300_1	TIGR02061	1.9e-251	844.7
ELSC_T2_metabat2_171_T2_NODE_19434_length_6781_cov_1.277127_7	TIGR02061	3.8999999999999995e-251	843.7
Brothers_S146_metabat1_017_S146_NODE_2354_length_13180_cov_2.256110_15	TIGR02061	1.8000000000000002e-249	838.2
EPR_PIR-30_metabat2_069_PIR-30_scaffold_392_c1_22	TIGR02061	2.8000000000000004e-249	837.6
ELSC_128-326_maxbin2_121_128-326_scaffold_21125_c2_2	TIGR02061	1.7e-247	831.7
Brothers_S139_maxbin2_030_S139_NODE_42294_length_3761_cov_26.691249_1	TIGR02061	6.4e-247	829.7
ELSC_T2_metabat1_089_T2_NODE_34681_length_5038_cov_3.024842_3	TIGR02061	1.2000000000000002e-246	828.9
Brothers_S141_metabat2_097_S141_NODE_15501_length_5890_cov_10.802013_5	TIGR02061	2.3000000000000003e-246	827.9
ELSC_A3_metabat2_117_A3_NODE_41356_length_4074_cov_1.647074_1	TIGR02061	6.6e-246	826.4
Cayman_Shallow_HVA-1139_25_1	TIGR02061	3.2999999999999996e-244	820.8
ELSC_M10_maxbin2_181_M10_NODE_19513_length_3547_cov_1.400000_1	TIGR02061	1.3e-243	818.8
ELSC_134-614_metabat2_064_134-614_scaffold_7797_c1_1	TIGR02061	8.299999999999999e-243	816.2
ELSC_T2_maxbin2_384_T2_NODE_188088_length_1978_cov_1.417612_1	TIGR02061	2.4e-240	808.0
ELSC_V2_maxbin2_032_VB_V2_NODE_4036_length_4984_cov_4.208565_4	TIGR02061	8.199999999999999e-240	806.3
Brothers_S139_metabat2_238_S139_NODE_16276_length_6611_cov_1.514960_1	TIGR02061	2.2e-239	804.8
ELSC_134-614_maxbin2_001_134-614_scaffold_46266_c1_1	TIGR02061	2.1000000000000002e-236	795.0
EPR_PIR-30_metabat2_099_PIR-30_scaffold_1691_c1_5	TIGR02061	1.6000000000000001e-232	782.1
ELSC_A3_maxbin2_080_A3_NODE_6413_length_9800_cov_3.312416_5	TIGR02061	3.6e-230	774.4
EPR_PIR-30_maxbin2_026_PIR-30_scaffold_51598_c1_1	TIGR02061	3.599999999999999e-229	771.1
ELSC_T2_metabat2_040_T2_NODE_34853_length_5025_cov_3.845855_4	TIGR02061	3e-228	768.1
ELSC_M17_metabat2_003_M17_NODE_12177_length_7532_cov_3.679541_1	TIGR02061	3.5e-228	767.9
Brothers_S010_metabat2_085_S010_NODE_223_length_33701_cov_5.532883_26	TIGR02061	3.7e-228	767.8
ELSC_M10_maxbin2_092_M10_NODE_59283_length_1621_cov_2.889558_2	TIGR02061	4.1e-228	767.6
Brothers_S140_maxbin2_100_S140_NODE_135876_length_1646_cov_3.287689_2	TIGR02061	2e-227	765.4
ELSC_A3_maxbin2_110_VB_A3_NODE_287579_length_1491_cov_2.240469_1	TIGR02061	5.2e-223	750.8
ELSC_T10_metabat2_189_T10_NODE_43636_length_2514_cov_5.800168_2	TIGR02061	5.2e-223	750.8
ELSC_M2_maxbin2_090_M2_NODE_179493_length_1694_cov_14.094448_1	TIGR02061	9.999999999999999e-223	749.8
ELSC_T2_metabat1_259_T2_NODE_61764_length_3727_cov_1.719444_4	TIGR02061	5.5e-222	747.4
ELSC_T2_maxbin2_329_T2_NODE_162702_length_2159_cov_0.729823_2	TIGR02061	8.999999999999999e-222	746.7
ELSC_A3_maxbin2_001_A3_NODE_285070_length_1498_cov_2.275711_1	TIGR02061	9.4e-221	743.3
ELSC_M17_metabat2_085_M17_NODE_132019_length_1529_cov_1.863053_1	TIGR02061	1.2e-219	739.6
Brothers_S140_metabat2_232_S140_NODE_56322_length_2734_cov_6.431530_1	TIGR02061	1.5e-219	739.4
Brothers_S144_maxbin2_221_S144_NODE_59238_length_2376_cov_0.933748_1	TIGR02061	4.2e-219	737.9
ELSC_A1_maxbin2_065_A1_NODE_4193_length_9699_cov_4.818742_11	TIGR02061	4.4e-219	737.8
ELSC_134-614_maxbin2_083_134-614_scaffold_29356_c1_1	TIGR02061	1.6e-218	736.0
Brothers_S139_metabat2_070_S139_NODE_24608_length_5218_cov_16.559811_4	TIGR02061	1.3e-217	733.0
Brothers_S140_maxbin2_054_S140_NODE_130531_length_1687_cov_1.076282_1	TIGR02061	1.3000000000000001e-216	729.7
EPR_PIR-30_maxbin2_128_PIR-30_scaffold_6970_c1_6	TIGR02061	9.3e-216	726.8
Brothers_S143_maxbin2_229_S143_NODE_123688_length_1552_cov_12.087719_1	TIGR02061	2.7e-214	722.0
ELSC_M17_metabat2_205_M17_NODE_43261_length_3381_cov_2.964659_2	TIGR02061	2.5000000000000002e-213	718.8
ELSC_T2_maxbin2_377_T2_NODE_238346_length_1712_cov_1.266246_1	TIGR02061	7.8e-213	717.2
ELSC_A3_metabat1_020_A3_NODE_13042_length_7065_cov_3.490055_1	TIGR02061	2e-211	712.5
ELSC_132-544_maxbin2_090_132-544_scaffold_73564_c1_1	TIGR02061	2.7000000000000003e-210	708.8
ELSC_132-544_metabat2_007_132-544_scaffold_10297_c1_5	TIGR02061	6.2e-210	707.6
MAR_356-308_metabat2_030_356-308_scaffold_8028_c1_6	TIGR02061	9.8e-209	703.6
ELSC_M2_maxbin2_282_M2_NODE_36696_length_4577_cov_7.566517_5	TIGR02061	3.5e-206	695.2
ELSC_M17_maxbin2_314_M17_NODE_100196_length_1878_cov_13.583666_2	TIGR02061	1.1999999999999999e-205	693.4
Brothers_S146_metabat2_254_S146_NODE_15368_length_5665_cov_2.790358_1	TIGR02061	7e-205	690.9
ELSC_T2_metabat2_068_T2_NODE_41568_length_4590_cov_2.998656_5	TIGR02061	1.2e-204	690.1
Brothers_S143_metabat2_244_S143_NODE_20133_length_4644_cov_90.965242_1	TIGR02061	2.3e-204	689.2
ELSC_T2_metabat2_209_T2_NODE_36132_length_4931_cov_2.515404_3	TIGR02061	3.6e-204	688.5
ELSC_A3_maxbin2_376_A3_NODE_259538_length_1576_cov_4.565217_1	TIGR02061	1.5e-203	686.5
Brothers_S139_maxbin2_231_S139_NODE_48024_length_3477_cov_2.301493_1	TIGR02061	2.0000000000000003e-202	682.8
Brothers_S012_maxbin2_103_S012_NODE_56217_length_2245_cov_1.164778_1	TIGR02061	1.3000000000000001e-201	680.1
ELSC_134-614_metabat2_129_134-614_scaffold_44197_c1_2	TIGR02061	3.8e-201	678.6
Brothers_S015_metabat2_030_S015_NODE_4241_length_5493_cov_3.605293_1	TIGR02061	1.2e-200	676.9
Brothers_S012_metabat1_056_S012_NODE_33632_length_3075_cov_3.862619_3	TIGR02061	1.3e-200	676.7
ELSC_T2_metabat1_079_T2_NODE_4847_length_13849_cov_1.406063_1	TIGR02061	1.9e-200	676.2
ELSC_A3_maxbin2_027_A3_NODE_203185_length_1799_cov_6.166268_2	TIGR02061	1.9999999999999997e-199	672.9
ELSC_M2_metabat2_047_VB_M2_NODE_20561_length_6461_cov_2.124250_3	TIGR02061	2.3e-199	672.7
Brothers_S141_maxbin2_119_S141_NODE_119136_length_1317_cov_3.735294_1	TIGR02061	2.4e-199	672.6
ELSC_T2_maxbin2_218_T2_NODE_24980_length_5965_cov_0.930456_1	TIGR02061	2.3e-197	666.1
ELSC_M2_maxbin2_207_M2_NODE_236960_length_1413_cov_1.832815_1	TIGR02061	1.3000000000000001e-196	663.5
ELSC_T2_metabat2_199_T2_NODE_5234_length_13322_cov_2.806290_1	TIGR02061	4.6e-196	661.8
ELSC_A1_metabat1_122_A1_NODE_51694_length_3060_cov_7.052165_3	TIGR02061	5.800000000000001e-196	661.4
ELSC_A1_maxbin2_146_A1_NODE_216029_length_1440_cov_3.651942_2	TIGR02061	7.8e-195	657.7
Brothers_S143_maxbin2_165_S143_NODE_82827_length_2022_cov_8.124538_1	TIGR02061	4.9e-194	655.1
Brothers_S140_maxbin2_220_S140_NODE_259123_length_1095_cov_1.384298_1	TIGR02061	3.3000000000000004e-193	652.3
ELSC_A3_maxbin2_437_A3_NODE_61436_length_3347_cov_4.414286_3	TIGR02061	4.9e-193	651.8
ELSC_T2_maxbin2_239_T2_NODE_11024_length_9056_cov_1.184119_10	TIGR02061	1.2e-192	650.5
Brothers_S146_metabat1_111_S146_NODE_42692_length_3376_cov_1.153586_4	TIGR02061	1.9e-192	649.8
ELSC_T2_maxbin2_447_T2_NODE_8893_length_10104_cov_6.746818_1	TIGR02061	7.5e-191	644.6
Brothers_S144_metabat2_144_S144_NODE_98470_length_1753_cov_1.197417_2	TIGR02061	7.999999999999999e-190	641.1
Brothers_S140_maxbin2_204_S140_NODE_230001_length_1183_cov_0.828598_1	TIGR02061	1.6999999999999999e-189	640.1
Brothers_S139_maxbin2_309_S139_NODE_66556_length_2819_cov_21.860327_1	TIGR02061	2.0000000000000003e-187	633.2
ELSC_T2_maxbin2_107_T2_NODE_410446_length_1210_cov_1.896584_1	TIGR02061	1.1e-185	627.5
Brothers_S143_metabat2_230_S143_NODE_1854_length_16060_cov_3.657189_1	TIGR02061	9.8e-185	624.3
ELSC_M2_metabat1_013_M2_NODE_23251_length_6030_cov_1.608335_1	TIGR02061	1.2e-183	620.8
Guaymas_4571-419_metabat1_019_4571-419_scaffold_3273_c1_7	TIGR02061	8.2e-182	614.7
Brothers_S144_maxbin2_211_S144_NODE_31697_length_3388_cov_1.996320_1	TIGR02061	1e-181	614.4
Brothers_S140_maxbin2_249_S140_NODE_47343_length_3004_cov_3.131734_1	TIGR02061	1.3e-181	614.0
